medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
8/9/2024,Gold Medal,1,MULLOJONOV Lazizbek,Male,Uzbekistan,UZB,Uzbekistan,,,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/fnl-000100--,5/13/1999,1556860
8/9/2024,Silver Medal,2,ALFONSO DOMINGUEZ Loren Berto,Male,Azerbaijan,AZE,Azerbaijan,,,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/fnl-000100--,7/28/1995,1972343
8/9/2024,Gold Medal,1,WU Yu,Female,China,CHN,China,,,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/fnl-000100--,1/13/1995,1926833
8/9/2024,Silver Medal,2,CAKIROGLU Buse Naz,Female,Türkiye,TUR,Türkiye,,,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/fnl-000100--,5/26/1996,1568182
8/9/2024,Gold Medal,1,KHELIF Imane,Female,Algeria,ALG,Algeria,,,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/fnl-000100--,5/2/1999,1540353
8/9/2024,Silver Medal,2,YANG Liu,Female,China,CHN,China,,,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/fnl-000100--,5/20/1992,1926827
8/9/2024,Gold Medal,1,AMI,Female,Japan,JPN,Japan,,,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000100--,12/11/1998,1953038
8/9/2024,Silver Medal,2,NICKA,Female,Lithuania,LTU,Lithuania,,,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000100--,6/8/2007,1924559
8/9/2024,Bronze Medal,3,671,Female,China,CHN,China,,,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000200--,10/19/2005,1909907
8/9/2024,Gold Medal,1,FUKSA Martin,Male,Czechia,CZE,Czechia,,,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------,4/30/1993,1878716
8/9/2024,Silver Medal,2,QUEIROZ Isaquias,Male,Brazil,BRA,Brazil,,,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------,1/3/1994,1952595
8/9/2024,Bronze Medal,3,TARNOVSCHI Serghei,Male,Republic of Moldova,MDA,Republic of Moldova,,,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------,6/24/1997,1550295
8/9/2024,Gold Medal,1,,,,,,,,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,,CSPMK2-500M-GER01
8/9/2024,Silver Medal,2,,,,,,,,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,,CSPMK2-500M-HUN01
8/9/2024,Bronze Medal,3,,,,,,,,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,,CSPMK2-500M-AUS01
8/9/2024,Gold Medal,1,,,,,,,,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,,CSPWC2-500M-CHN01
8/9/2024,Silver Medal,2,,,,,,,,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,,CSPWC2-500M-UKR01
8/9/2024,Bronze Medal,3,,,,,,,,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,,CSPWC2-500M-CAN01
8/9/2024,Gold Medal,1,,,,,,,,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,,CSPWK2-500M-NZL01
8/9/2024,Silver Medal,2,,,,,,,,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,,CSPWK2-500M-HUN01
8/9/2024,Bronze Medal,3,,,,,,,,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,,CSPWK2-500M-GER01
8/9/2024,Bronze Medal,3,,,,,,,,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,,CSPWK2-500M-HUN02
8/9/2024,Gold Medal,1,LAVREYSEN Harrie,Male,Netherlands,NED,Netherlands,,,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------,3/14/1997,1969182
8/9/2024,Silver Medal,2,RICHARDSON Matthew,Male,Australia,AUS,Australia,,,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------,4/17/1999,1940263
8/9/2024,Bronze Medal,3,CARLIN Jack,Male,Great Britain,GBR,Great Britain,,,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------,4/23/1997,1912515
8/9/2024,Gold Medal,1,CHEN Yiwen,Female,China,CHN,China,,,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--,6/15/1999,1901538
8/9/2024,Silver Medal,2,KEENEY Maddison,Female,Australia,AUS,Australia,,,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--,5/23/1996,1940414
8/9/2024,Bronze Medal,3,CHANG Yani,Female,China,CHN,China,,,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--,12/7/2001,1901539
8/9/2024,Gold Medal,1,RASOVSZKY Kristof,Male,Hungary,HUN,Hungary,,,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--,3/27/1997,1909030
8/9/2024,Silver Medal,2,KLEMET Oliver,Male,Germany,GER,Germany,,,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--,3/18/2002,1907234
8/9/2024,Bronze Medal,3,BETLEHEM David,Male,Hungary,HUN,Hungary,,,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--,9/4/2003,1902450
8/9/2024,Gold Medal,1,BONTUS Valentin,Male,Austria,AUT,Austria,,,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,2/1/2001,1566437
8/9/2024,Silver Medal,2,VODISEK Toni,Male,Slovenia,SLO,Slovenia,,,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,6/7/2000,1981549
8/9/2024,Bronze Medal,3,MAEDER Maximilian,Male,Singapore,SGP,Singapore,,,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,9/12/2006,1535852
8/9/2024,Gold Medal,1,ROBERTS Toby,Male,Great Britain,GBR,Great Britain,,,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--,3/15/2005,1544218
8/9/2024,Silver Medal,2,ANRAKU Sorato,Male,Japan,JPN,Japan,,,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--,11/14/2006,1892022
8/9/2024,Bronze Medal,3,SCHUBERT Jakob,Male,Austria,AUT,Austria,,,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--,12/31/1990,1560677
8/9/2024,Gold Medal,1,KATOUSSI Firas,Male,Tunisia,TUN,Tunisia,,,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/fnl-000100--,9/6/1995,1947737
8/9/2024,Silver Medal,2,BARKHORDARI Mehran,Male,IR Iran,IRI,IR Iran,,,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/fnl-000100--,7/26/2000,1536058
8/9/2024,Bronze Medal,3,ALESSIO Simone,Male,Italy,ITA,Italy,,,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/repf000100--,4/14/2000,1929685
8/9/2024,Bronze Medal,3,HRNIC Edi,Male,Denmark,DEN,Denmark,,,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/repf000200--,12/26/2003,1914832
8/9/2024,Gold Medal,1,MARTON Viviana,Female,Hungary,HUN,Hungary,,,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/fnl-000100--,2/16/2006,1572318
8/9/2024,Silver Medal,2,PERISIC Aleksandra,Female,Serbia,SRB,Serbia,,,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/fnl-000100--,7/2/2002,1956372
8/9/2024,Bronze Medal,3,TEACHOUT Kristina,Female,United States,USA,United States,,,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/repf000100--,9/13/2005,1930773
8/9/2024,Bronze Medal,3,CHAARI Sarah,Female,Belgium,BEL,Belgium,,,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/repf000200--,5/2/2005,1903284
8/9/2024,Gold Medal,1,NASAR Karlos May,Male,Bulgaria,BUL,Bulgaria,,,Weightlifting,Men's 89kg,ATH,/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--,5/12/2004,1903011
8/9/2024,Silver Medal,2,LOPEZ Yeison,Male,Colombia,COL,Colombia,,,Weightlifting,Men's 89kg,ATH,/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--,9/1/1999,1543506
8/9/2024,Bronze Medal,3,PIZZOLATO Antonino,Male,Italy,ITA,Italy,,,Weightlifting,Men's 89kg,ATH,/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--,8/20/1996,1568724
8/9/2024,Gold Medal,1,REEVES Olivia,Female,United States,USA,United States,,,Weightlifting,Women's 71kg,ATH,/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--,4/19/2003,1917154
8/9/2024,Silver Medal,2,SANCHEZ Mari Leivis,Female,Colombia,COL,Colombia,,,Weightlifting,Women's 71kg,ATH,/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--,10/8/1991,1543509
8/9/2024,Bronze Medal,3,PALACIOS DAJOMES Angie Paola,Female,Ecuador,ECU,Ecuador,,,Weightlifting,Women's 71kg,ATH,/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--,9/12/2000,1940300
8/9/2024,Gold Medal,1,HIGUCHI Rei,Male,Japan,JPN,Japan,,,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/fnl-000100--,1/28/1996,1939714
8/9/2024,Silver Medal,2,LEE Spencer Richard,Male,United States,USA,United States,,,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/fnl-000100--,10/14/1998,1955415
8/9/2024,Bronze Medal,3,AMAN Aman,Male,India,IND,India,,,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/repf000100--,7/16/2003,1931496
8/9/2024,Bronze Medal,3,ABDULLAEV Gulomjon,Male,Uzbekistan,UZB,Uzbekistan,,,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/repf000200--,11/11/1998,1562157
8/9/2024,Gold Medal,1,RAMAZANOV Magomed Eldarovitch,Male,Bulgaria,BUL,Bulgaria,,,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/fnl-000100--,5/22/1993,1556873
8/9/2024,Silver Medal,2,YAZDANICHARATI Hassan,Male,IR Iran,IRI,IR Iran,,,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/fnl-000100--,12/26/1994,1544803
8/9/2024,Bronze Medal,3,BROOKS Aaron Marquel,Male,United States,USA,United States,,,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/repf000100--,6/15/2000,1955300
8/9/2024,Bronze Medal,3,KURUGLIEV Dauren,Male,Greece,GRE,Greece,,,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/repf000200--,7/12/1992,1963800
8/9/2024,Gold Medal,1,SAKURAI Tsugumi,Female,Japan,JPN,Japan,,,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/fnl-000100--,9/3/2001,1939710
8/9/2024,Silver Medal,2,NICHITA Anastasia,Female,Republic of Moldova,MDA,Republic of Moldova,,,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/fnl-000100--,2/19/1999,1572203
8/9/2024,Bronze Medal,3,MAROULIS Helen Louise,Female,United States,USA,United States,,,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/repf000100--,9/19/1991,1955426
8/9/2024,Bronze Medal,3,HONG Kexin,Female,China,CHN,China,,,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/repf000200--,1/6/2003,1920010
8/10/2024,Gold Medal,1,,,,,,,,Artistic Swimming,Duet,COUP,/en/paris-2024/results/artistic-swimming/duet/fnl-000100--,,SWAWTEAM2---CHN01
8/10/2024,Silver Medal,2,,,,,,,,Artistic Swimming,Duet,COUP,/en/paris-2024/results/artistic-swimming/duet/fnl-000100--,,SWAWTEAM2---GBR01
8/10/2024,Bronze Medal,3,,,,,,,,Artistic Swimming,Duet,COUP,/en/paris-2024/results/artistic-swimming/duet/fnl-000100--,,SWAWTEAM2---NED01
8/10/2024,Gold Medal,1,INGEBRIGTSEN Jakob,Male,Norway,NOR,Norway,,,Athletics,Men's 5000m,ATH,/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--,9/19/2000,1898250
8/10/2024,Silver Medal,2,KWEMOI Ronald,Male,Kenya,KEN,Kenya,,,Athletics,Men's 5000m,ATH,/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--,9/19/1995,1963077
8/10/2024,Bronze Medal,3,FISHER Grant,Male,United States,USA,United States,,,Athletics,Men's 5000m,ATH,/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--,4/22/1997,1960959
8/10/2024,Gold Medal,1,WANYONYI Emmanuel,Male,Kenya,KEN,Kenya,,,Athletics,Men's 800m,ATH,/en/paris-2024/results/athletics/men-s-800m/fnl-000100--,8/1/2004,1910412
8/10/2024,Silver Medal,2,AROP Marco,Male,Canada,CAN,Canada,,,Athletics,Men's 800m,ATH,/en/paris-2024/results/athletics/men-s-800m/fnl-000100--,9/20/1998,1974048
8/10/2024,Bronze Medal,3,SEDJATI Djamel,Male,Algeria,ALG,Algeria,,,Athletics,Men's 800m,ATH,/en/paris-2024/results/athletics/men-s-800m/fnl-000100--,5/3/1999,1963520
8/10/2024,Gold Medal,1,KERR Hamish,Male,New Zealand,NZL,New Zealand,,,Athletics,Men's High Jump,ATH,/en/paris-2024/results/athletics/men-s-high-jump/fnl-000100--,8/17/1996,1926713
8/10/2024,Silver Medal,2,McEWEN Shelby,Male,United States,USA,United States,,,Athletics,Men's High Jump,ATH,/en/paris-2024/results/athletics/men-s-high-jump/fnl-000100--,4/6/1996,1965306
8/10/2024,Bronze Medal,3,BARSHIM Mutaz Essa,Male,Qatar,QAT,Qatar,,,Athletics,Men's High Jump,ATH,/en/paris-2024/results/athletics/men-s-high-jump/fnl-000100--,6/24/1991,1566681
8/10/2024,Gold Medal,1,TOLA Tamirat,Male,Ethiopia,ETH,Ethiopia,,,Athletics,Men's Marathon,ATH,/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--,8/11/1991,1901284
8/10/2024,Silver Medal,2,ABDI Bashir,Male,Belgium,BEL,Belgium,,,Athletics,Men's Marathon,ATH,/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--,2/10/1989,1942753
8/10/2024,Bronze Medal,3,KIPRUTO Benson,Male,Kenya,KEN,Kenya,,,Athletics,Men's Marathon,ATH,/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--,3/17/1991,1910555
8/10/2024,Gold Medal,1,RUSSELL Masai,Female,United States,USA,United States,,,Athletics,Women's 100m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--,6/17/2000,1960169
8/10/2024,Silver Medal,2,SAMBA-MAYELA Cyrena,Female,France,FRA,France,,,Athletics,Women's 100m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--,10/31/2000,1911932
8/10/2024,Bronze Medal,3,CAMACHO-QUINN Jasmine,Female,Puerto Rico,PUR,United States,,,Athletics,Women's 100m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--,8/21/1996,1537183
8/10/2024,Gold Medal,1,KIPYEGON Faith,Female,Kenya,KEN,Kenya,,,Athletics,Women's 1500m,ATH,/en/paris-2024/results/athletics/women-s-1500m/fnl-000100--,1/10/1994,1910451
8/10/2024,Silver Medal,2,HULL Jessica,Female,Australia,AUS,Australia,,,Athletics,Women's 1500m,ATH,/en/paris-2024/results/athletics/women-s-1500m/fnl-000100--,10/22/1996,1939795
8/10/2024,Bronze Medal,3,BELL Georgia,Female,Great Britain,GBR,Great Britain,,,Athletics,Women's 1500m,ATH,/en/paris-2024/results/athletics/women-s-1500m/fnl-000100--,10/17/1993,1956840
8/10/2024,Gold Medal,1,KITAGUCHI Haruka,Female,Japan,JPN,Japan,,,Athletics,Women's Javelin Throw,ATH,/en/paris-2024/results/athletics/women-s-javelin-throw/fnl-000100--,3/16/1998,1919914
8/10/2024,Silver Medal,2,van DYK Jo-Ane,Female,South Africa,RSA,South Africa,,,Athletics,Women's Javelin Throw,ATH,/en/paris-2024/results/athletics/women-s-javelin-throw/fnl-000100--,10/3/1997,1981085
8/10/2024,Bronze Medal,3,OGRODNIKOVA Nikola,Female,Czechia,CZE,,,,Athletics,Women's Javelin Throw,ATH,/en/paris-2024/results/athletics/women-s-javelin-throw/fnl-000100--,8/18/1990,1892137
8/10/2024,Gold Medal,1,JALOLOV Bakhodir,Male,Uzbekistan,UZB,Uzbekistan,,,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/fnl-000100--,7/8/1994,1556869
8/10/2024,Silver Medal,2,GHADFA DRISSI EL AISSAOUI Ayoub,Male,Spain,ESP,Spain,,,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/fnl-000100--,12/6/1998,1934775
8/10/2024,Gold Medal,1,KHALOKOV Abdumalik,Male,Uzbekistan,UZB,Uzbekistan,,,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/fnl-000100--,4/9/2000,1556049
8/10/2024,Silver Medal,2,SEIITBEK UULU Munarbek,Male,Kyrgyzstan,KGZ,Kyrgyzstan,,,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/fnl-000100--,1/1/1996,1878687
8/10/2024,Gold Medal,1,LIN Yu Ting,Female,Chinese Taipei,TPE,Chinese Taipei,,,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/fnl-000100--,12/13/1995,1887963
8/10/2024,Silver Medal,2,SZEREMETA Julia,Female,Poland,POL,Poland,,,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/fnl-000100--,8/24/2003,1568655
8/10/2024,Gold Medal,1,LI Qian,Female,China,CHN,China,,,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/fnl-000100--,6/6/1990,1926826
8/10/2024,Silver Medal,2,BYLON Atheyna Bibeichi,Female,Panama,PAN,Panama,,,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/fnl-000100--,4/6/1989,1965679
8/10/2024,Gold Medal,1,PHIL WIZARD,Male,Canada,CAN,Canada,,,Breaking,B-Boys,HATH,/en/paris-2024/results/breaking/b-boys/fnl-000100--,1/25/1997,1958888
8/10/2024,Silver Medal,2,DANY DANN,Male,France,FRA,France,,,Breaking,B-Boys,HATH,/en/paris-2024/results/breaking/b-boys/fnl-000100--,5/3/1988,1880191
8/10/2024,Bronze Medal,3,VICTOR,Male,United States,USA,United States,,,Breaking,B-Boys,HATH,/en/paris-2024/results/breaking/b-boys/fnl-000200--,5/1/1994,1955590
8/10/2024,Gold Medal,1,DOSTAL Josef,Male,Czechia,CZE,Czechia,,,Canoe Sprint,Men's Kayak Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-kayak-single-1000m/fnl---------,3/3/1993,1878715
8/10/2024,Silver Medal,2,VARGA Adam,Male,Hungary,HUN,Hungary,,,Canoe Sprint,Men's Kayak Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-kayak-single-1000m/fnl---------,11/20/1999,1570863
8/10/2024,Bronze Medal,3,KOPASZ Balint,Male,Hungary,HUN,Hungary,,,Canoe Sprint,Men's Kayak Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-kayak-single-1000m/fnl---------,6/20/1997,1569972
8/10/2024,Gold Medal,1,VINCENT Katie,Female,Canada,CAN,Canada,,,Canoe Sprint,Women's Canoe Single 200m,ATH,/en/paris-2024/results/canoe-sprint/women-s-canoe-single-200m/fnl---------,3/12/1996,1964547
8/10/2024,Silver Medal,2,HARRISON Nevin,Female,United States,USA,United States,,,Canoe Sprint,Women's Canoe Single 200m,ATH,/en/paris-2024/results/canoe-sprint/women-s-canoe-single-200m/fnl---------,6/2/2002,1955126
8/10/2024,Bronze Medal,3,CIRILO DUBOYS Yarisleidis,Female,Cuba,CUB,Cuba,,,Canoe Sprint,Women's Canoe Single 200m,ATH,/en/paris-2024/results/canoe-sprint/women-s-canoe-single-200m/fnl---------,5/10/2002,1564506
8/10/2024,Gold Medal,1,CARRINGTON Lisa,Female,New Zealand,NZL,New Zealand,,,Canoe Sprint,Women's Kayak Single 500m,ATH,/en/paris-2024/results/canoe-sprint/women-s-kayak-single-500m/fnl---------,6/23/1989,1945383
8/10/2024,Silver Medal,2,CSIPES Tamara,Female,Hungary,HUN,Hungary,,,Canoe Sprint,Women's Kayak Single 500m,ATH,/en/paris-2024/results/canoe-sprint/women-s-kayak-single-500m/fnl---------,8/24/1989,1568350
8/10/2024,Bronze Medal,3,JORGENSEN Emma Aastrand,Female,Denmark,DEN,Denmark,,,Canoe Sprint,Women's Kayak Single 500m,ATH,/en/paris-2024/results/canoe-sprint/women-s-kayak-single-500m/fnl---------,1/30/1996,1892423
8/10/2024,Gold Medal,1,CAO Yuan,Male,China,CHN,China,,,Diving,Men's 10m Platform,ATH,/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--,2/7/1995,1901556
8/10/2024,Silver Medal,2,TAMAI Rikuto,Male,Japan,JPN,Japan,,,Diving,Men's 10m Platform,ATH,/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--,9/11/2006,1891685
8/10/2024,Bronze Medal,3,WILLIAMS Noah,Male,Great Britain,GBR,Great Britain,,,Diving,Men's 10m Platform,ATH,/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--,5/15/2000,1900857
8/10/2024,Gold Medal,1,KO Lydia,Female,New Zealand,NZL,New Zealand,,,Golf,Women's Individual Stroke Play,ATH,/en/paris-2024/results/golf/women-s-individual-stroke-play/fnl---------,4/24/1997,1939553
8/10/2024,Silver Medal,2,HENSELEIT Esther,Female,Germany,GER,Germany,,,Golf,Women's Individual Stroke Play,ATH,/en/paris-2024/results/golf/women-s-individual-stroke-play/fnl---------,1/14/1999,1892506
8/10/2024,Bronze Medal,3,LIN Xiyu Janet,Female,China,CHN,China,,,Golf,Women's Individual Stroke Play,ATH,/en/paris-2024/results/golf/women-s-individual-stroke-play/fnl---------,2/25/1996,1913218
8/10/2024,Gold Medal,1,ELGENDY Ahmed,Male,Egypt,EGY,Egypt,,,Modern Pentathlon,Men's Individual,ATH,/en/paris-2024/results/modern-pentathlon/men-s-individual/fnl-0001lr--,3/1/2000,1932649
8/10/2024,Silver Medal,2,SATO Taishu,Male,Japan,JPN,Japan,,,Modern Pentathlon,Men's Individual,ATH,/en/paris-2024/results/modern-pentathlon/men-s-individual/fnl-0001lr--,10/20/1993,1887939
8/10/2024,Bronze Medal,3,MALAN Giorgio,Male,Italy,ITA,Italy,,,Modern Pentathlon,Men's Individual,ATH,/en/paris-2024/results/modern-pentathlon/men-s-individual/fnl-0001lr--,1/27/2000,1553031
8/10/2024,Gold Medal,1,GARNBRET Janja,Female,Slovenia,SLO,Slovenia,,,Sport Climbing,Women's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/women-s-boulder-and-lead/fnl-000200--,3/12/1999,1981131
8/10/2024,Silver Medal,2,RABOUTOU Brooke,Female,United States,USA,United States,,,Sport Climbing,Women's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/women-s-boulder-and-lead/fnl-000200--,4/9/2001,1950307
8/10/2024,Bronze Medal,3,PILZ Jessica,Female,Austria,AUT,Austria,,,Sport Climbing,Women's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/women-s-boulder-and-lead/fnl-000200--,11/22/1996,1560673
8/10/2024,Gold Medal,1,SALIMI Arian,Male,IR Iran,IRI,IR Iran,,,Taekwondo,Men +80kg,HATH,/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--,12/16/2003,1536045
8/10/2024,Silver Medal,2,CUNNINGHAM Caden,Male,Great Britain,GBR,Great Britain,,,Taekwondo,Men +80kg,HATH,/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--,5/7/2003,1896149
8/10/2024,Bronze Medal,3,ALBA Rafael,Male,Cuba,CUB,Cuba,,,Taekwondo,Men +80kg,HATH,/en/paris-2024/results/taekwondo/men--plus-80kg/repf000100--,8/12/1993,1897088
8/10/2024,Bronze Medal,3,CISSE Cheick Sallah,Male,Côte d'Ivoire,CIV,Côte d'Ivoire,,,Taekwondo,Men +80kg,HATH,/en/paris-2024/results/taekwondo/men--plus-80kg/repf000200--,9/19/1993,1548401
8/10/2024,Gold Medal,1,LAURIN Althea,Female,France,FRA,France,,,Taekwondo,Women +67kg,HATH,/en/paris-2024/results/taekwondo/women--plus-67kg/fnl-000100--,9/1/2001,1893272
8/10/2024,Silver Medal,2,OSIPOVA Svetlana,Female,Uzbekistan,UZB,Uzbekistan,,,Taekwondo,Women +67kg,HATH,/en/paris-2024/results/taekwondo/women--plus-67kg/fnl-000100--,5/3/2000,1887768
8/10/2024,Bronze Medal,3,LEE Dabin,Female,Korea,KOR,Korea,,,Taekwondo,Women +67kg,HATH,/en/paris-2024/results/taekwondo/women--plus-67kg/repf000100--,12/7/1996,1904039
8/10/2024,Bronze Medal,3,KUS AYDIN Nafia,Female,Türkiye,TUR,Türkiye,,,Taekwondo,Women +67kg,HATH,/en/paris-2024/results/taekwondo/women--plus-67kg/repf000200--,2/20/1995,1566738
